"자치구별(1)",자치구별(2),2023
"자치구별(1)",자치구별(2),합계
"자치구별(1)",자치구별(2),발생
"합계",종로구,2981
"합계",중구,3348
"합계",용산구,3021
"합계",성동구,2023
"합계",광진구,3424
"합계",동대문구,2957
"합계",중랑구,3324
"합계",성북구,2411
"합계",강북구,2497
"합계",도봉구,1921
"합계",노원구,3567
"합계",은평구,3493
"합계",서대문구,2385
"합계",마포구,3834
"합계",양천구,3019
"합계",강서구,4296
"합계",구로구,3737
"합계",금천구,2240
"합계",영등포구,4418
"합계",동작구,2642
"합계",관악구,4769
"합계",서초구,4522
"합계",강남구,6763
"합계",송파구,5223
"합계",강동구,3398
